Player,Club,POS,GP,GS,MINS,Year,Season
Donnie Smith,NE,M,3,2,213,2016,reg
Bradford Jamieson IV,LA,F,3,0,39,2016,reg
Marco Bustos,VAN,M,3,1,63,2016,reg
Steve Neumann,NE ,M-F,4,1,62,2016,reg
Anderson Conceicao,PHI,D,1,1,90,2016,reg
Maxime Chanot,NYC,D,6,5,495,2016,reg
Darrius Barnes,NE ,D,4,4,345,2016,reg
Russell Teibert,VAN,M,11,8,696,2016,reg
Conor Doyle,COL,F,3,0,23,2016,reg
David Rocha,HOU,M,4,0,57,2016,reg
Damien Perrinelle,NY,D,10,7,726,2016,reg
Clarence Goodson,SJ ,D,2,2,180,2016,reg
Justin Mapp,SKC,M,6,0,43,2016,reg
Marcel de Jong,VAN,D-M,7,5,467,2016,reg
Tyson Wahl,CLB,D,13,11,1014,2016,reg
Kofi Sarkodie,SJ ,D,13,12,1043,2016,reg
Ashtone Morgan,RSL,D,7,0,157,2016,reg
Jack McBean,LA,F,2,1,99,2016,reg
Gaston Sauro,CLB,D,13,12,918,2016,reg
Jose Escalante,HOU,M,3,1,109,2016,reg
Kianz Froese,CAN,M,5,1,150,2016,reg
Raul Mendiola,LA,M,6,5,375,2016,reg
David Choiniere,MTL,M,1,1,76,2016,reg
Justin Bilyeu,NY,D,3,1,117,2016,reg
Deybi Flores,VAN,M,1,1,45,2016,reg
Eric Ayuk,PHI,M,1,1,90,2016,reg
Alex Morrell,CHI,F,4,0,52,2016,reg
Ariel Lassiter,LA,F,3,2,133,2016,reg
Anatole Abang,NY,F,8,2,221,2016,reg
Devon Sandoval,RSL,F,12,2,228,2016,reg
Nick Hagglund,CIN,D,16,8,847,2016,reg
A.J. DeLaGarza,MIA,D,24,23,2064,2016,reg
Omer Damari,NY,F,4,0,79,2016,reg
Johan Kappelhof,CHI,D,33,31,2789,2016,reg
Chris Schuler,RSL,D,4,3,271,2016,reg
Pa-Modou Kah,VAN,D,5,4,395,2016,reg
José Gonçalves,NE ,D,28,28,2519,2016,reg
Shaun Wright-Phillips,NY,M,7,1,121,2016,reg
David Edgar,VAN,D,8,8,720,2016,reg
Kevin Alston,ORL,D,24,21,1989,2016,reg
Zach Scott,SEA,D,14,9,886,2016,reg
Andres Imperiale,SJ ,D,11,10,869,2016,reg
Karl Ouimette,NY,D,7,6,582,2016,reg
Pedro Ribeiro,ORL,M-F,3,1,152,2016,reg
Tony Rocha,NYC,M,8,2,298,2016,reg
Getterson,DAL,F,4,2,152,2016,reg
Omar Holness,RSL,M,9,3,277,2016,reg
Caleb Calvert,COL,F,8,1,165,2016,reg
Wandrille Lefevre,MTL,D,13,12,1114,2016,reg
Fraser Aird,CAN,D-M,18,16,1455,2016,reg
Carlos Lizarazo,DAL,M-F,8,2,161,2016,reg
Aaron Maund,RSL,D,20,20,1746,2016,reg
Seth Sinovic,NE,D,9,6,532,2016,reg
Innocent Emeghara,SJ ,F,6,1,115,2016,reg
Jordan Smith,VAN,D,17,15,1267,2016,reg
Chris Wingert,RSL,D,20,18,1514,2016,reg
Abdoulie Mansally,HOU,D,9,5,565,2016,reg
Roman Torres,MIA,D,9,8,765,2016,reg
Calum Mallace,MTL,M,18,10,862,2016,reg
Shaun Francis,SJ ,D,18,17,1524,2016,reg
Kofi Opare,DC,D,10,10,874,2016,reg
Kemar Lawrence,NY,D,21,21,1801,2016,reg
Daniel Lovitz,NSH,D,12,5,406,2016,reg
Alphonso Davies,VAN,M,8,2,299,2016,reg
Jared Watts,COL,D-M,21,18,1647,2016,reg
Soni Mustivar,SKC,M,25,24,2095,2016,reg
Agus,HOU,D,8,8,672,2016,reg
David Mateos,ORL,D,21,20,1759,2016,reg
David Arshakyan,CHI,F,9,3,324,2016,reg
Oalex Anderson,SEA,F,15,2,334,2016,reg
Jose Aja,MIN,D,10,9,830,2016,reg
Matias Laba,VAN,M,32,32,2729,2016,reg
Ned Grabavoy,POR,M,22,5,632,2016,reg
Antonio Nocerino,ORL,M,21,19,1509,2016,reg
Tim Parker,RBNY,D,29,28,2551,2016,reg
Tommy Thompson,SJ,D,17,9,825,2016,reg
Hérculez Gómez,SEA,F,21,9,842,2016,reg
Nigel de Jong,LA ,M,18,18,1561,2016,reg
Laurent Ciman,TOR,D,28,28,2484,2016,reg
Nemanja Nikolic,CHI,F,34,34,2946,2017,reg
David Villa,NYC,F,31,28,2556,2017,reg
Diego Valeri,POR,M,32,32,2828,2017,reg
Josef Martinez,ATL,F,20,17,1528,2017,reg
Ola Kamara,DC,F,34,33,2867,2017,reg
Ignacio Piatti,MTL,M,28,26,2368,2017,reg
Bradley Wright-Phillips,LAFC,F,32,29,2560,2017,reg
Sebastian Giovinco,TOR,F,25,25,2057,2017,reg
CJ Sapong,CHI,F,33,30,2794,2017,reg
Jozy Altidore,TOR,F,27,25,2194,2017,reg
David Accam,NSH,F,30,24,2177,2017,reg
Christian Ramirez,HOU,F,30,27,2392,2017,reg
Erick Torres,HOU,F,27,23,2001,2017,reg
Romain Alessandrini,LA ,M,30,27,2441,2017,reg
Hector Villalba,ATL,F,34,34,2762,2017,reg
Chris Wondolowski,SJ,F,34,34,3041,2017,reg
Justin Meram,RSL,M,34,32,2588,2017,reg
Fredy Montero,VAN,F,33,26,2469,2017,reg
Kei Kamara,COL,F,31,27,2365,2017,reg
Maximiliano Urruti,MTL,F,32,31,2749,2017,reg
Clint Dempsey,SEA,M-F,29,25,2276,2017,reg
Daniel Royer,RBNY,M,26,23,1868,2017,reg
Cyle Larin,ORL,F,28,24,2169,2017,reg
Lee Nguyen,MIA,M,31,30,2542,2017,reg
Roland Lamah,DAL,M,32,29,2157,2017,reg
Will Bruin,SEA,F,31,20,1824,2017,reg
Jack Harrison,NYC,F,34,33,2757,2017,reg
Mauro Manotas,HOU,F,33,24,2063,2017,reg
Alberth Elis,HOU,F,26,18,1645,2017,reg
Fanendo Adi,CLB,F,22,22,1885,2017,reg
Federico Higuain,DC,F,26,26,2238,2017,reg
Miguel Almiron ,ATL,M,30,27,2394,2017,reg
Dominique Badji,NSH,F,33,29,2540,2017,reg
Dom Dwyer,ORL,F,27,25,2246,2017,reg
Anthony Jackson-Hamel,MTL,F,21,11,1137,2017,reg
Victor Vazquez,TOR,M,31,28,2382,2017,reg
Sebastian Blanco,POR,M-F,33,32,2783,2017,reg
Abu Danladi,NSH,F,27,15,1391,2017,reg
Gerso Fernandes,SKC,F,32,26,2238,2017,reg
Justin Morrow,TOR,D,28,28,2479,2017,reg
Juan Agudelo,MIA,F,28,20,1821,2017,reg
Albert Rusnak,RSL,M,30,29,2579,2017,reg
Yamil Asad,DC,M,32,31,2765,2017,reg
Nicolás Lodeiro,SEA,M,33,33,2965,2017,reg
Blerim Dzemaili,MTL,M,22,22,1941,2017,reg
Kevin Molino,MIN,M,30,30,2512,2017,reg
Diego Fagundez,NE,M,32,27,2435,2017,reg
Joao Plata,RSL,F,29,27,2318,2017,reg
Luis Solignac,CHI,F,33,26,2153,2017,reg
Romell Quioto,MTL,M,22,14,1281,2017,reg
Fafa Picault,DAL,M,28,23,1894,2017,reg
Luis Silva,RSL,F,30,20,1775,2017,reg
Tosaint Ricketts,VAN,F,22,9,1003,2017,reg
Roland Alberg,PHI,M,24,9,871,2017,reg
Teal Bunbury,NE,F,28,13,1279,2017,reg
Yura Movsisyan,RSL,F,28,16,1416,2017,reg
Cristian Techera,VAN,M,29,24,2043,2017,reg
Kaká,ORL,M,23,18,1564,2017,reg
Ilsinho,PHI,M,27,24,1848,2017,reg
Jefferson Savarino,RSL,F,22,19,1673,2017,reg
Yordy Reyna,VAN,M-F,18,11,1073,2017,reg
Gonzalo Verón,NYR,M-F,24,5,777,2017,reg
Cristian Roldan,SEA,M,33,33,2960,2017,reg
Giovani dos Santos,LA ,M,25,25,2189,2017,reg
Diego Rubio,COL,F,16,11,1010,2017,reg
Matteo Mancosu,MTL,F,26,20,1745,2017,reg
Julian Gressel,DC,M,32,24,2048,2017,reg
Maximiliano Moralez,NYC,M,29,28,2523,2017,reg
Luciano Acosta,DC,M-F,31,30,2419,2017,reg
Danny Hoesen,SJ,F,32,20,1838,2017,reg
Carlos Rivas,ORL,F,30,21,1960,2017,reg
Kevin Doyle,COL,F,25,23,1966,2017,reg
Marco Ureña,SJ,F,25,22,1766,2017,reg
Benny Feilhaber,KC ,M,30,24,2269,2017,reg
Vako,SJ,M,13,8,784,2017,reg
Patrick Mullins,TOR,F,20,12,1075,2017,reg
Rodney Wallace,NYC,D,26,23,1935,2017,reg
Ethan Finlay,MIN,M,30,25,2262,2017,reg
Kekuta Manneh,CIN,F,22,11,974,2017,reg
Brek Shea,MIA,D,25,14,1325,2017,reg
Emmanuel Boateng,DC,M,34,29,2321,2017,reg
Darren Mattocks,POR,F,24,11,1075,2017,reg
Kendall Waston,CIN,D,25,25,2250,2017,reg
Tony Tchani,CLB,M,27,26,2121,2017,reg
Tesho Akindele,ORL,F-M,29,15,1511,2017,reg
Kyle Beckerman,RSL,M,26,26,2242,2017,reg
Michael Barrios,DAL,M,34,28,2566,2017,reg
Michael de Leeuw,CHI,F,30,26,2189,2017,reg
Bastian Schweinsteiger,CHI,M,24,23,1993,2017,reg
Marky Delgado,TOR,M,26,25,2072,2017,reg
Darlington Nagbe,CLB,M,27,27,2332,2017,reg
Jahmir Hyka,SJ,M,30,21,1871,2017,reg
Marlon Hairston,MIN,M,34,29,2605,2017,reg
Brooks Lennon,ATL,D,25,15,1525,2017,reg
Miguel Ibarra ,SEA,M,29,20,1758,2017,reg
Alan Gordon,COL,F,26,6,816,2017,reg
Alex Muyl,RBNY,M,30,21,1938,2017,reg
Luke Mulholland,RSL,M,27,22,1949,2017,reg
Michael Salazar,HOU,F,17,7,690,2017,reg
Erik Hurtado,SKC,F,15,7,523,2017,reg
Thomas McNamara,HOU,M,27,19,1574,2017,reg
Arturo Alvarez,CHI,M,25,13,1084,2017,reg
Daniel Salloi,SKC,F,22,12,1172,2017,reg
Kellyn Acosta,COL,M,23,20,1895,2017,reg
Giles Barnes,ORL,M,34,23,2137,2017,reg
Bradford Jamieson IV,LA ,F,24,11,984,2017,reg
Nicolas Hasler,TOR,D,10,9,752,2017,reg
Maynor Figueroa,HOU,D,26,26,2325,2017,reg
Jordan Morris,SEA,F,23,22,1801,2017,reg
Latif Blessing,LAFC,F,25,16,1419,2017,reg
Josh Williams,CLB,D,22,19,1795,2017,reg
Liam Ridgewell,POR,D,15,15,1270,2017,reg
Jacob Peterson,ATL,F,10,1,165,2017,reg
Daniel Steres ,LA,D,21,21,1843,2017,reg
Ike Opara,MIN,D,30,30,2700,2017,reg
Lamar Neagle,DC,M,30,9,1204,2017,reg
Sacha Kljestan,LA,M,32,28,2582,2017,reg
Haris Medunjanin,CIN,M,34,34,3057,2017,reg
Alex,HOU,M,32,28,2309,2017,reg
Mauro Diaz,DAL,M,19,13,1107,2017,reg
Lloyd Sam,DC,M-F,30,23,2025,2017,reg
Chris Pontius,PHI,M,30,27,2253,2017,reg
Greg Garza,CIN,D,26,25,2150,2017,reg
Brandon Vincent,CHI,D,27,26,2341,2017,reg
Vicente Sanchez,HOU,F,21,3,517,2017,reg
Johan Venegas,MIN,M,22,12,1226,2017,reg
Felipe,DC,M,33,33,2961,2017,reg
Tyler Adams,NYR,M,24,22,1994,2017,reg
Jonathan Osorio,TOR,M,27,9,1060,2017,reg
Patrice Bernier,MTL,M,27,20,1801,2017,reg
Sean Davis,RBNY,M,27,21,1795,2017,reg
Dairon Asprilla,POR,M-F,27,17,1395,2017,reg
Alejandro Bedoya,PHI,M,28,28,2509,2017,reg
Jerome Thiesson,MIN,D,33,33,2955,2017,reg
Florian Jungwirth,SJ,D,30,30,2600,2017,reg
Alvas Powell,MIA,D,23,19,1690,2017,reg
Josh Gatt,COL,M-F,20,11,1067,2017,reg
Will Johnson,ORL,D,26,23,2057,2017,reg
Carlos Carmona,ATL,M,31,30,2684,2017,reg
Atiba Harris,DAL,D,29,21,2020,2017,reg
Andrew Jacobson,VAN,M,21,19,1704,2017,reg
Andrew Wenger,HOU,D-M,22,12,1110,2017,reg
Ballou Jean-Yves Tabla,MTL,F,21,11,1146,2017,reg
Gyasi Zardes,CLB,F,24,23,1987,2017,reg
Jordan Hamilton,CLB,F,8,0,142,2017,reg
Jonathan Lewis,COL,F,11,4,342,2017,reg
Jack McBean,LA ,F,18,8,715,2017,reg
Stefan Aigner,COL,M-F,9,5,488,2017,reg
Memo Rodriguez,HOU,M,9,3,326,2017,reg
Drew Moor,COL,D,25,24,2176,2017,reg
Nicolas Mezquida,COL,F-M,20,8,686,2017,reg
Leonardo,HOU,D,30,29,2616,2017,reg
Matias Laba,VAN,M,19,19,1612,2017,reg
Harry Shipp,SEA,M,18,11,927,2017,reg
Marcus Epps,PHI,M,19,7,709,2017,reg
Victor Rodriguez,SEA,M,7,5,484,2017,reg
Marco Donadel,MTL,M,19,18,1424,2017,reg
Dave Romney,NSH,D,29,23,2249,2017,reg
Nick Lima,SJ,D,22,20,1809,2017,reg
Anibal Godoy,NSH,M-D,26,24,2134,2017,reg
Jonathan Mensah,CLB,D,26,25,2169,2017,reg
Francisco Calvo ,CHI,D,27,27,2430,2017,reg
Deshorn Brown,DC,F,16,10,788,2017,reg
Ian Harkes,DC,M,25,22,1948,2017,reg
Shkelzen Gashi,COL,M-F,17,12,1034,2017,reg
Kofi Opare,DC,D,26,25,2214,2017,reg
Cristian Colman,DAL,F,26,10,959,2017,reg
Jimmy Medranda ,NSH,D,33,24,2086,2017,reg
Anton Walkes,ATL,D,20,17,1528,2017,reg
Sébastien Le Toux,DC ,F,16,8,732,2017,reg
Brent Kallman,MIN,D,23,23,1942,2017,reg
Kenwyne Jones,ATL,F,17,5,499,2017,reg
Alexander Callens,NYC,D,34,34,3060,2017,reg
Maxime Chanot,NYC,D,19,19,1710,2017,reg
Michael Amir Murillo,NYR,D,17,15,1316,2017,reg
Tomas Martinez,HOU,M,9,5,501,2017,reg
Matt Hedges,DAL,D,27,27,2425,2017,reg
Joevin Jones,SEA,D-M,30,28,2451,2017,reg
Matt Polster,NE,D,22,21,1769,2017,reg
Kelyn Rowe,NE,M,23,21,1897,2017,reg
Raheem Edwards,MIN,M,21,10,1058,2017,reg
Ben Sweat,MIA,D,26,25,2176,2017,reg
David Guzman,POR,M,25,24,2028,2017,reg
Chris Tierney,NE,D-M,26,20,1713,2017,reg
Scott Caldwell,NE,M,33,26,2195,2017,reg
Kemar Lawrence,NYR,D,24,23,2076,2017,reg
Hernan Grana,DAL,D,30,30,2660,2017,reg
Yoshi Yotun,ORL,M,10,10,887,2017,reg
Gustav Svensson,SEA,M,32,30,2645,2017,reg
Scott Sutter,ORL,D,32,30,2729,2017,reg
Mohammed Saeid,COL,M,32,30,2512,2017,reg
Jermaine Jones,LA ,M,20,19,1588,2017,reg
Tommy Thompson,SJ,D,32,16,1534,2017,reg
Diego Chara,POR,M,29,29,2530,2017,reg
Shea Salinas,SJ,M,25,15,1435,2017,reg
Jeremy Ebobisse,POR,F,14,2,317,2017,reg
Leandro Gonzalez Pirez,MIA,D,32,32,2811,2017,reg
Osvaldo Alonso,MIN,M,26,24,2073,2017,reg
Roger Espinoza,SKC,M,30,30,2677,2017,reg
Javier Morales,DAL,M,15,8,757,2017,reg
Niko Hansen,HOU,F,14,3,401,2017,reg
Fabian Herbers,CHI,F,12,4,395,2017,reg
Ashley Cole,LA ,D,29,29,2499,2017,reg
Djordje Mihailovic,CHI,M,17,7,732,2017,reg
Chris Duvall,POR,D,27,25,2210,2017,reg
Chad Marshall,SEA,D,28,27,2366,2017,reg
Kelvin Leerdam,SEA,D,15,14,1290,2017,reg
Matías Pérez García,ORL,F,15,11,971,2017,reg
Seth Sinovic,NE,D,32,32,2857,2017,reg
Bernie Ibini,VAN,M-F,17,7,629,2017,reg
Patrick Nyarko,DC,F-M,14,12,1028,2017,reg
Paul Arriola,DC,M-F,11,11,922,2017,reg
Yangel Herrera,NYC,M,18,14,1223,2017,reg
Juninho,CHI,M,21,17,1528,2017,reg
Joao Pedro,LA ,M,28,26,2306,2017,reg
Tyrone Mears,ATL,D,20,16,1498,2017,reg
Xavier Kouassi,NE,M,23,14,1218,2017,reg
Jonathan Spector,ORL,D,25,25,2176,2017,reg
Jack Elliott,PHI,D,30,29,2621,2017,reg
Jordan Harvey,LAFC,D,28,28,2509,2017,reg
Tony Beltran,RSL,D,21,21,1820,2017,reg
Collen Warner,COL,M,25,12,1283,2017,reg
Kevin Kratz,ATL,M,20,5,590,2017,reg
Adam Jahn,ATL,F,21,1,316,2017,reg
Walker Zimmerman,NSH,D,22,18,1602,2017,reg
Brandon Vazquez,CIN,F,13,0,178,2017,reg
Ambroise Oyongo,MTL,D,11,11,990,2017,reg
Saad Abdul-Salaam,CIN,D,12,10,902,2017,reg
Krisztian Nemeth,NE,F,6,3,177,2017,reg
Roy Miller,POR,D,26,26,2268,2017,reg
Jonathan dos Santos,LA,M,12,11,1004,2017,reg
Caleb Calvert,COL,F,12,3,378,2017,reg
Antonio Mlinar Delamea,NE,D,29,29,2547,2017,reg
Zoltan Stieber,DC,M-F,8,6,526,2017,reg
Jared Jeffrey,DC,M,23,19,1617,2017,reg
Jeff Larentowicz,ATL,M,33,30,2602,2017,reg
Frederic Brillant,DC,D,23,16,1523,2017,reg
Jelle Van Damme,LA ,D,18,18,1503,2017,reg
Sam Nicholson,MIN,F,12,8,639,2017,reg
Tim Parker,RBNY,D,32,32,2880,2017,reg
Dillon Serna,COL,M,19,9,945,2017,reg
Jesus Ferreira,DAL,F,1,0,19,2017,reg
Brad Evans,SEA,D-M,11,6,480,2017,reg
Ashtone Morgan,RSL,D,5,3,283,2017,reg
Michael Ciani,LA ,D,6,6,540,2017,reg
Jose Hernandez,RSL,M,7,1,160,2017,reg
Miguel Camargo,NYC,M,8,2,176,2017,reg
Eriq Zavaleta,TOR,D,29,27,2356,2017,reg
Jack Barmby,POR,M-D,10,0,99,2017,reg
Omar Holness,RSL,M,9,3,261,2017,reg
Lalas Abubakar,COL,D,7,6,528,2017,reg
Servando Carrasco,ORL,M,15,9,833,2017,reg
Daigo Kobayashi,NE,M,12,4,507,2017,reg
Bobby Boswell,ATL,D,11,10,892,2017,reg
Richie Marquez,PHI,D,15,13,1212,2017,reg
Kyle Fisher,MTL,D,20,15,1455,2017,reg
Jay Chapman,MIA,M,12,3,385,2017,reg
Dylan Remick,HOU,D,14,13,1167,2017,reg
Khiry Shelton,SKC,F,15,3,502,2017,reg
Sebastian Hines,ORL,D,6,5,443,2017,reg
Chris Wingert,RSL,D,23,20,1755,2017,reg
Cristian Lobato,KC ,D,10,6,547,2017,reg
Aaron Maund,RSL,D,15,14,1179,2017,reg
Lawrence Olum,POR,D,30,22,2103,2017,reg
Kortne Ford,COL,D,20,19,1727,2017,reg
Axel Sjöberg,CLB,D,19,19,1637,2017,reg
Ariel Lassiter,LA ,F,14,0,258,2017,reg
Benjamin Angoua,NE,D,26,26,2311,2017,reg
Benoit Cheyrou,TOR,M,13,7,615,2017,reg
Jay Simpson,PHI,F,22,4,472,2017,reg
Sean Okoli,NYC,F,16,3,421,2017,reg
Oguchi Onyewu,PHI,D,22,22,1929,2017,reg
Antonio Nocerino,ORL,M,31,28,2234,2017,reg
Juan David Cabezas,HOU,M,27,26,2231,2017,reg
Jose Guillermo Ortiz,DC,F,16,7,669,2017,reg
Aaron Long,RBNY,D,31,30,2659,2017,reg
Dominic Oduro,MTL,M,25,17,1439,2017,reg
Graham Zusi,SKC,M,24,23,2114,2017,reg
Christian Bolaños,VAN,M,21,18,1626,2017,reg
Ibson,MIN,M,31,29,2660,2017,reg
Jake Nerwinski,VAN,D,19,19,1707,2017,reg
Steven Beitashour,TOR,D,22,17,1589,2017,reg
Wil Trapp,MIA,M,34,34,3035,2017,reg
Dax McCarty,NSH,M,28,28,2465,2017,reg
Patrick Doody,CHI,D,7,7,629,2017,reg
Matt Besler,SKC,D,26,26,2339,2017,reg
Johan Kappelhof,CHI,D,33,33,2881,2017,reg
Boniek Garcia,HOU,M,20,12,1165,2017,reg
Vytas,POR,D,23,19,1780,2017,reg
Alexander Ring,NYC,M,29,29,2604,2017,reg
Carlos Gruezo,DAL,M,31,30,2613,2017,reg
Zarek Valentin,HOU,D,19,17,1547,2017,reg
Sheanon Williams,VAN,D-M,15,15,1349,2017,reg
Ronald Matarrita,NYC,D,12,8,696,2017,reg
Jose Villarreal,LA ,M,12,4,389,2017,reg
Andrew Farrell,NE,D,30,30,2664,2017,reg
Hector Jimenez,CLB,M,19,15,1366,2017,reg
RJ Allen,NYC,D,15,10,1009,2017,reg
A.J. DeLaGarza,MIA,D,30,30,2623,2017,reg
Hernan Bernardello,MTL,M,22,17,1496,2017,reg
Donny Toia,RSL,D,30,29,2545,2017,reg
Cristian Higuita,ORL,M,26,18,1554,2017,reg
Artur,CLB,M,24,19,1702,2017,reg
Danilo Acosta,LA,D,17,16,1411,2017,reg
Rafael Garcia ,LA ,D,18,12,1186,2017,reg
Ethan White,NYC,D,21,19,1553,2017,reg
Mekeil Williams,COL,D,17,16,1397,2017,reg
Demar Phillips,RSL,D,13,11,961,2017,reg
Sal Zizzo,NYR,D,23,18,1644,2017,reg
Victor Ulloa,MIA,M,23,12,1203,2017,reg
Joao Meira,CHI,D-M,30,27,2412,2017,reg
Ben Spencer,TOR,F,3,2,179,2017,reg
Fabinho,PHI,D,22,21,1902,2017,reg
Waylon Francis,CLB,D,12,10,852,2017,reg
Chris Mavinga,TOR,D,26,24,2015,2017,reg
Jukka Raitala,MTL,D,28,20,1920,2017,reg
Sean Franklin,DC,D,19,15,1415,2017,reg
Andrea Pirlo,NYC,M,15,14,1085,2017,reg
Michael Bradley,TOR,M,30,30,2700,2017,reg
Adolfo Machado,HOU,D,33,33,2970,2017,reg
Connor Lade,NYR,D,21,16,1381,2017,reg
Armando Cooper,TOR,M,19,10,906,2017,reg
Chris McCann,ATL,M-D,23,9,958,2017,reg
Micheal Azira,CHI,M,30,28,2569,2017,reg
Derrick Etienne Jr.,CLB,M,18,8,702,2017,reg
Pedro Santos,CLB,M,9,8,650,2017,reg
Darwin Ceren,HOU,M,21,19,1642,2017,reg
Ilie Sanchez,SKC,M,33,33,2970,2017,reg
Roman Torres,MIA,D,23,21,1787,2017,reg
Ricardo Clark,HOU,M,28,26,2252,2017,reg
Sebastian Saucedo,RSL,F,20,5,573,2017,reg
Louis Beland-Goyette,MTL,M,6,4,293,2017,reg
Adrian Arregui,MTL,M,6,3,238,2017,reg
Tony Rocha,NYC,M,3,0,25,2017,reg
Marc Burch,COL,D,18,17,1502,2017,reg
Soni Mustivar,KC ,M,14,2,260,2017,reg
Connor Maloney,CLB,D,2,1,127,2017,reg
Tsubasa Endoh,TOR,M,4,3,269,2017,reg
Collin Martin,MIN,M,11,7,635,2017,reg
Jordy Delem,SEA,M,14,9,755,2017,reg
Sunday Stephen,RSL,M,21,18,1493,2017,reg
Eric Alexander,HOU,M,12,11,887,2017,reg
Muhamed Keita,NYR,F,6,2,190,2017,reg
Chris Korb,DC,D,16,13,1160,2017,reg
Raymon Gaddis,PHI,D,26,23,2028,2017,reg
Warren Creavalle,PHI,M,13,5,545,2017,reg
Kofi Sarkodie,SJ,D,18,16,1325,2017,reg
Andraz Struna,NYC,D,5,4,322,2017,reg
Ben Zemanski,POR,M,7,4,438,2017,reg
Giliano Wijnaldum,PHI,D,13,13,1138,2017,reg
PC,ORL,D,8,5,436,2017,reg
Vincent Bezecourt,NYR,M,3,2,190,2017,reg
Drew Conner,CHI,M,21,8,882,2017,reg
Richie Laryea,TOR,M,12,1,250,2017,reg
Samuel Piette,MTL,M,11,11,960,2017,reg
Daniel Lovitz,NSH,D,25,19,1750,2017,reg
Jared Watts,COL,D-M,20,18,1490,2017,reg
Keegan Rosenberry,COL,D,14,11,1051,2017,reg
Nouhou Tolo,SEA,D,19,10,1052,2017,reg
Marcel de Jong,VAN,D-M,13,9,779,2017,reg
DaMarcus Beasley,HOU,D,24,22,1985,2017,reg
Mohammed Abu,DC,M,20,14,1280,2017,reg
Russell Canouse,DC,M,10,10,868,2017,reg
Fidel Escobar,NYR,D,6,5,482,2017,reg
Sam Cronin,COL,M,21,21,1813,2017,reg
David Horst,RSL,D,12,8,880,2017,reg
Dillon Powers,COL,M,21,15,1309,2017,reg
Alex Crognale,CLB,D,17,12,1069,2017,reg
Marcelo Sarvas,DC,M,25,19,1841,2017,reg
Cordell Cato,SJ,F,15,13,1138,2017,reg
Damien Perrinelle,NYR,D,25,22,1972,2017,reg
Jackson Yueill,SJ,M,13,10,967,2017,reg
Bismark Adjei-Boateng,COL,M,18,10,806,2017,reg
Víctor Bernárdez,SJ,D,25,25,2228,2017,reg
Fredrik Gulbrandsen,NYR,F,12,4,362,2017,reg
Soony Saad,KC ,F,12,6,453,2017,reg
Laurent Ciman,TOR,D,30,30,2700,2017,reg
Alphonso Davies,VAN,M,26,9,1053,2017,reg
Harrison Afful,CLB,D,24,21,1777,2017,reg
Chance Myers,POR,D,1,1,44,2017,reg
Charlie Davies,PHI,F,3,0,25,2017,reg
Jason Hernandez,TOR,D,8,5,526,2017,reg
Marvell Wynne,SJ,D,0,0,0,2017,reg
Robbie Rogers,LA ,D,0,0,0,2017,reg
David Edgar,VAN,D,0,0,0,2017,reg
Michael Harrington,CHI,D,9,9,798,2017,reg
Maurice Edu,PHI,M,0,0,0,2017,reg
Mauro Rosales,VAN,M,5,0,52,2017,reg
Philippe Senderos,HOU,D,2,2,162,2017,reg
Brian Carroll,PHI,M,1,0,45,2017,reg
Chris Rolfe,DC,F,0,0,0,2017,reg
Agus,HOU,D,0,0,0,2017,reg
Justin Davis,MIN,D,8,5,492,2017,reg
Kevin Garcia,HOU,D,3,2,211,2017,reg
Marc Pelosi,SJ,M,0,0,0,2017,reg
Harold Cummings,SJ,D,0,0,0,2017,reg
Bernardo Añor,MIN,M,0,0,0,2017,reg
Nosa Igiebor,VAN,M,1,1,73,2017,reg
Gaston Sauro,CLB,D,0,0,0,2017,reg
Kevin Alston,ORL,D,0,0,0,2017,reg
Amobi Okugo,POR,D-M,8,3,396,2017,reg
Zach Loyd,ATL,D,0,0,0,2017,reg
Johan Brunell,TOR,D,0,0,0,2017,reg
Jacori Hayes,MIN,M,3,2,90,2017,reg
Arun Basuljevic,NYR,M,0,0,0,2017,reg
Andrew Wheeler-Omiunu,ATL,M,0,0,0,2017,reg
Marshall Hollingsworth,CLB,M,0,0,0,2017,reg
Kip Colvey,SJ,M,0,0,0,2017,reg
Bryan Reynolds,DAL,D,0,0,0,2017,reg
Shannon Gomez,NYC,D,0,0,0,2017,reg
Molham Babouli,TOR,F,0,0,0,2017,reg
Matheus Silva,SJ,D,0,0,0,2017,reg
Andrew Carleton,ATL,M,1,0,4,2017,reg
Chris Goslin,ATL,M,0,0,0,2017,reg
Joey Calistri,CHI,M,0,0,0,2017,reg
James Sands,NYC,M,1,0,23,2017,reg
Christian Lucatero,HOU,M,0,0,0,2017,reg
Chris Odoi-Atsem,DC,D,9,5,482,2017,reg
Brandon Aubrey,TOR,D,0,0,0,2017,reg
Abuchi Obinwa,CLB,M,0,0,0,2017,reg
Kevin Oliveira,KC ,M,2,0,16,2017,reg
Colton Storm,KC ,D,0,0,0,2017,reg
Kwame Awuah,NYC,M,4,0,26,2017,reg
Brandt Bronico,CHI,M,4,0,53,2017,reg
Walker Hume,DAL,F,2,2,180,2017,reg
Lindo Mfeka,SJ,M,1,0,1,2017,reg
David Choiniere,MTL,M,3,0,34,2017,reg
Brett Levis,VAN,D,0,0,0,2017,reg
Jose Leiton,MIN,M,1,0,15,2017,reg
Amer Didic,KC ,D,0,0,0,2017,reg
Reagan Dunk,RSL,D,3,2,174,2017,reg
